QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,OTHLNDRX,OTHL_DRX,OTHDCLNX,OTHD_LNX,SAFDPSTX,SAFD_STX,TXLIMX,TXLIMX_,JLDRYNET,JLDR_NET,JDRYCNET,JDRY_NET,JBNKSCQV,JBNK_CQV,SALONX,SALONX_,JSUBSIDY,JSUB_IDY,WIGSX,WIGSX_,JAMTRAKX,JAMT_AKX,JTRANQV,JTRANQV_,LIMO,LIMO_
20182,03931881,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03931891,27,0,1,,A,,A,,A,,A,,A,,A,,A,160,D,,A,,A,,A,,A,,A
20182,03931921,31,0,1,,A,,A,,A,,A,30,D,,A,,A,720,D,,A,,A,,A,,A,,A
20182,03931971,23,0,1,,A,,A,,A,,A,,A,,A,60,D,420,D,,A,,A,,A,,A,,A
20182,03931991,28,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20182,03932031,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932071,23,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20182,03932111,26,0,1,,A,,A,,A,,A,,A,,A,,A,8,D,,A,,A,,A,,A,,A
20182,03932131,9,0,1,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,,A
20182,03932141,26,0,1,,A,,A,,A,,A,,A,60,D,,A,40,D,,A,,A,,A,,A,,A
20182,03932151,36,0,1,,A,,A,,A,,A,,A,180,D,,A,120,D,,A,,A,,A,,A,,A
20182,03932161,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932171,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932182,33,0,1,,A,,A,,A,,A,50,D,,A,30,D,,A,,A,,A,,A,,A,,A
20182,03932191,38,0,1,,A,,A,,A,,A,,A,,A,,A,175,D,,A,,A,,A,,A,,A
20182,03932201,65,0,1,,A,,A,,A,,A,,A,60,D,,A,195,D,,A,,A,,A,,A,,A
20182,03932211,25,0,1,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A
20182,03932231,25,0,1,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932241,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932251,19,0,1,,A,,A,,A,90,D,,A,,A,,A,120,D,,A,,A,,A,60,D,,A
20182,03932291,27,0,1,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A
20182,03932311,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932321,18,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20182,03932341,25,0,1,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A
20182,03932351,32,0,1,50,D,,A,,A,300,D,150,D,125,D,,A,120,D,,A,,A,,A,460,D,,A
20182,03932371,53,0,1,,A,,A,,A,1782,D,,A,,A,,A,277,D,,A,,A,,A,,A,,A
20182,03932401,17,0,1,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932421,31,0,1,,A,,A,,A,,A,,A,,A,,A,1200,D,,A,,A,,A,,A,,A
20182,03932431,15,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20182,03932471,19,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20182,03932481,11,0,1,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,30,D,,A
20182,03932491,27,0,1,,A,,A,,A,,A,,A,20,D,30,D,120,D,,A,,A,,A,,A,,A
20182,03932501,31,0,1,,A,,A,,A,200,D,,A,180,D,,A,290,D,,A,,A,,A,1560,D,,A
20182,03932511,38,0,1,,A,,A,,A,,A,,A,100,D,24,D,640,D,,A,,A,,A,,A,,A
20182,03932541,29,0,1,,A,,A,,A,,A,,A,21,D,,A,,A,,A,,A,,A,,A,,A
20182,03932551,25,0,1,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A
20182,03932561,18,0,1,,A,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A
20182,03932571,47,0,1,,A,,A,,A,,A,,A,,A,9,D,30,D,,A,,A,,A,,A,,A
20182,03932591,17,0,1,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A
20182,03932611,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932631,43,0,1,,A,,A,,A,,A,,A,50,D,,A,300,D,,A,,A,,A,,A,,A
20182,03932661,28,0,1,,A,,A,,A,,A,,A,75,D,,A,56,D,,A,,A,,A,195,D,,A
20182,03932681,63,0,1,,A,80,D,,A,,A,,A,40,D,15,D,245,D,,A,,A,,A,,A,,A
20182,03932701,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932711,21,0,1,,A,,A,,A,,A,60,D,,A,,A,25,D,,A,,A,,A,,A,,A
20182,03932721,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932731,71,0,1,,A,,A,,A,200,D,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20182,03932751,29,0,1,15,D,,A,,A,,A,45,D,,A,,A,35,D,,A,,A,,A,,A,,A
20182,03932761,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932791,40,0,1,,A,,A,,A,,A,,A,,A,621,D,14,D,,A,,A,,A,,A,,A
20182,03932821,16,0,1,,A,,A,,A,,A,160,D,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03932881,16,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20182,03932901,29,0,1,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A
20182,03932911,33,0,1,,A,,A,,A,,A,,A,,A,,A,85,D,,A,,A,,A,,A,,A
20182,03932921,16,0,1,40,D,,A,,A,1000,D,200,D,,A,60,D,500,D,,A,,A,450,D,2340,D,,A
20182,03932931,21,0,1,,A,,A,,A,,A,30,D,,A,,A,272,D,,A,,A,,A,840,D,,A
20182,03932981,8,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932991,37,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20182,03933011,12,0,1,,A,,A,,A,,A,120,D,,A,,A,150,D,,A,,A,,A,,A,,A
20182,03933051,13,0,1,20,D,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,390,D,,A
20182,03933121,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933151,30,0,1,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,,A
20182,03933161,25,0,1,,A,,A,,A,,A,,A,,A,,A,36,D,,A,,A,,A,,A,,A
20182,03933191,36,0,1,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A
20182,03933221,34,0,1,,A,,A,,A,200,D,,A,50,D,,A,300,D,,A,,A,60,D,120,D,,A
20182,03933231,35,0,1,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A
20182,03933251,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933261,21,0,1,,A,,A,,A,10,D,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03933281,21,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20182,03933304,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933331,16,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20182,03933351,23,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20182,03933361,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933401,21,0,1,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933411,40,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20182,03933451,12,0,1,,A,,A,,A,,A,55,D,,A,,A,,A,,A,,A,,A,416,D,,A
20182,03933461,36,0,1,,A,,A,,A,,A,,A,,A,150,D,300,D,,A,,A,,A,,A,,A
20182,03933471,46,0,1,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A
20182,03933521,42,0,1,,A,,A,,A,,A,,A,200,D,,A,600,D,,A,,A,,A,,A,,A
20182,03933541,39,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20182,03933551,17,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20183,03755234,39,0,1,,A,,A,,A,100,D,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20183,03755244,44,0,1,30,D,22,D,,A,,A,90,D,0,D,,A,180,D,,A,,A,,A,,A,,A
20183,03755264,24,0,1,,A,,A,,A,,A,,A,,A,,A,75,F,,A,,A,,A,,A,,A
20183,03755274,28,0,1,80,D,,A,,A,,A,160,D,,A,,A,400,D,,A,,A,,A,1560,D,,A
20183,03755294,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755384,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755404,49,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20183,03755414,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755424,22,0,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A,,A
20183,03755434,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755464,35,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20183,03755474,41,0,1,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A
20183,03755484,51,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20183,03755544,39,0,1,,A,,A,36,F,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A
20183,03755554,52,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755574,9,0,1,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755584,31,0,1,,A,,A,,A,,A,,A,,A,,A,28,D,,A,,A,,A,,A,,A
20183,03755664,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755674,65,0,1,,A,,A,,A,,A,,A,,A,,A,325,D,,A,,A,,A,,A,,A
20183,03755724,51,0,1,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A
20183,03755764,54,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755784,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755794,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755804,52,0,1,,A,,A,,A,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755814,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755854,47,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755914,34,0,1,,A,,A,,A,,A,,A,90,D,,A,150,D,,A,,A,,A,,A,,A
20183,03755924,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755944,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03755974,11,0,1,,A,,A,,A,,A,25,D,,A,,A,,A,,A,,A,,A,180,D,,A
20183,03755984,44,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20183,03756004,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756064,15,0,1,,A,,A,,A,,A,40,D,,A,,A,75,D,,A,,A,,A,,A,,A
20183,03756114,23,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20183,03756124,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756154,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756164,63,0,1,,A,,A,,A,,A,,A,,A,,A,165,D,,A,,A,,A,,A,,A
20183,03756174,58,0,1,,A,,A,,A,120,D,,A,40,D,,A,200,D,,A,,A,,A,120,D,,A
20183,03756194,55,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20183,03756244,9,0,1,,A,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A
20183,03756264,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756294,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756304,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756314,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756334,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756344,17,0,1,,A,,A,,A,50,D,45,D,,A,,A,135,D,,A,,A,,A,360,D,,A
20183,03756394,47,0,1,,A,,A,,A,22,D,,A,,A,,A,90,D,,A,,A,,A,,A,,A
20183,03756424,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756434,44,0,1,,A,,A,,A,,A,,A,20,D,,A,80,D,,A,,A,,A,,A,,A
20183,03756464,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756494,28,0,1,,A,,A,,A,90,D,,A,,A,24,D,40,D,,A,,A,,A,,A,,A
20183,03756504,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756514,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756544,30,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20183,03756554,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756564,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756574,56,0,1,,A,8,D,,A,,A,,A,0,D,0,D,95,D,,A,100,D,,A,,A,,A
20183,03756594,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756634,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756644,43,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20183,03756654,44,0,1,,A,,A,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A
20183,03756694,11,0,1,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A
20183,03756704,55,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756714,7,0,1,,A,,A,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756754,34,0,1,,A,,A,,A,,A,,A,,A,,A,320,D,,A,,A,,A,,A,,A
20183,03756784,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756794,47,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756894,19,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20183,03756934,37,0,1,,A,,A,,A,,A,,A,,A,,A,350,D,,A,,A,,A,,A,,A
20183,03756954,44,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20183,03756964,56,0,1,,A,,A,,A,,A,,A,,A,9,D,80,D,,A,,A,,A,,A,,A
20183,03756974,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757004,31,0,1,150,D,,A,,A,350,D,0,D,,A,,A,180,D,,A,,A,,A,,A,,A
20183,03757044,35,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20183,03757064,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757084,44,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20183,03757124,16,0,1,,A,,A,,A,15,D,,A,,A,,A,140,D,,A,,A,,A,,A,,A
20183,03757174,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757184,13,0,1,,A,,A,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757244,15,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20183,03757254,56,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20183,03757294,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,159,D,,A
20183,03757304,15,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757324,32,0,1,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A
20183,03757334,20,0,1,,A,,A,,A,,A,,A,,A,9,D,25,D,,A,,A,,A,,A,,A
20183,03757344,43,0,1,,A,,A,,A,80,D,,A,,A,,A,220,D,,A,,A,,A,,A,,A
20183,03757384,38,0,1,20,D,,A,,A,30,D,0,D,,A,,A,105,D,,A,,A,,A,,A,,A
20183,03757434,37,0,1,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A
20183,03757464,46,0,1,,A,,A,,A,,A,,A,,A,,A,5860,D,,A,,A,,A,,A,,A
20183,03757474,36,0,1,,A,,A,,A,,A,,A,,A,,A,36,D,,A,,A,,A,,A,,A
20183,03757514,31,0,1,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A
20183,03757564,23,0,1,,A,,A,,A,22,D,260,D,,A,,A,120,D,,A,,A,,A,,A,1,D
20183,03757584,20,0,1,31,D,,A,,A,,A,89,D,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757594,43,0,1,,A,,A,,A,,A,,A,40,D,,A,200,D,,A,,A,,A,,A,,A
20183,03757634,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757674,53,0,1,,A,,A,,A,,A,,A,50,D,,A,162,D,,A,,A,,A,60,D,,A
20183,03757704,37,0,1,,A,,A,,A,,A,,A,,A,,A,65,D,,A,,A,,A,,A,,A
20183,03757714,28,0,1,,A,,A,,A,,A,,A,15,D,210,D,150,D,,A,,A,,A,,A,,A
20183,03757734,18,0,1,,A,,A,,A,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757754,85,0,1,,A,,A,,A,57,D,,A,32,D,105,D,183,D,,A,,A,,A,36,D,,A
20183,03757814,57,0,1,,A,,A,,A,,A,,A,8,D,,A,,A,,A,,A,,A,,A,,A
20183,03757834,69,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757884,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757904,38,0,1,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A
20183,03757974,23,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,1089,D,,A
20183,03757994,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758034,42,0,1,,A,,A,,A,,A,,A,,A,27,D,50,D,,A,,A,,A,,A,,A
20183,03758094,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758144,16,0,1,,A,,A,,A,32,D,,A,,A,45,D,,A,,A,,A,,A,,A,,A
20183,03758154,16,0,1,20,D,,A,,A,,A,100,D,,A,216,D,20,D,,A,,A,,A,,A,,A
20183,03758214,22,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20183,03758234,41,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20183,03758244,29,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20183,03758264,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758294,51,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20183,03758304,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758314,16,0,1,21,D,,A,,A,,A,59,D,,A,,A,,A,,A,,A,,A,130,D,,A
20183,03758334,34,0,1,,A,,A,,A,,A,,A,,A,,A,23,D,,A,,A,,A,,A,,A
20183,03758354,51,0,1,,A,,A,,A,,A,,A,,A,,A,775,D,,A,,A,,A,,A,,A
20183,03758364,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758374,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758404,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758414,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758424,34,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20183,03758454,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758474,23,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20183,03758484,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758544,47,0,1,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A
20183,03758554,51,0,1,,A,,A,,A,,A,,A,,A,,A,73,D,,A,,A,,A,,A,,A
20183,03758564,61,0,1,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A
20183,03758584,48,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20183,03758594,14,0,1,,A,,A,,A,,A,27,D,,A,,A,15,D,,A,,A,,A,,A,,A
20183,03758604,43,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20183,03758614,28,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20183,03758624,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758644,36,0,1,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A
20183,03758654,59,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20183,03758674,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758734,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758774,18,0,1,,A,,A,,A,,A,,A,75,D,,A,50,D,,A,,A,,A,,A,,A
20183,03758784,62,0,1,,A,,A,,A,,A,100,D,,A,,A,250,D,,A,,A,,A,,A,,A
20183,03758794,39,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20183,03758824,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758844,44,0,1,,A,,A,,A,,A,,A,,A,,A,160,D,,A,,A,,A,,A,,A
20183,03758854,58,0,1,,A,,A,,A,,A,,A,25,D,,A,125,D,,A,,A,,A,,A,,A
20183,03758914,28,0,1,,A,,A,,A,,A,18,D,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758924,45,0,1,,A,,A,,A,,A,,A,,A,,A,85,D,,A,,A,,A,,A,,A
20183,03758934,40,0,1,,A,,A,,A,,A,,A,,A,36,D,,A,,A,,A,,A,,A,,A
20183,03758944,49,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20183,03758984,35,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20183,03759024,39,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20183,03759044,65,0,1,,A,,A,,A,40,D,,A,,A,,A,880,D,,A,,A,,A,,A,,A
20183,03759084,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759104,37,0,1,,A,,A,,A,,A,,A,,A,,A,34,D,,A,,A,,A,,A,,A
20183,03759144,56,0,1,,A,,A,,A,245,D,,A,30,D,,A,500,D,,A,,A,,A,,A,,A
20183,03759164,53,0,1,,A,,A,,A,,A,,A,,A,,A,230,D,,A,,A,,A,,A,,A
20183,03759184,37,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20183,03759224,18,0,1,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759234,46,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759244,39,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759264,25,0,1,,A,,A,,A,,A,,A,,A,27,D,,A,,A,,A,,A,,A,,A
20183,03759294,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759304,53,0,1,,A,,A,,A,,A,,A,20,D,,A,95,D,,A,,A,,A,,A,,A
20183,03759344,39,0,1,,A,,A,,A,,A,,A,120,D,,A,420,D,,A,,A,,A,,A,,A
20183,03759404,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759484,11,0,1,,A,,A,,A,450,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759504,19,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20183,03759574,46,0,1,,A,,A,,A,,A,,A,,A,,A,48,D,,A,,A,,A,,A,,A
20183,03759604,15,0,1,,A,,A,,A,,A,,A,,A,,A,260,D,,A,,A,,A,377,D,,A
20183,03759654,52,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20183,03759664,27,0,1,,A,,A,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759674,62,0,1,,A,,A,,A,20,D,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20183,03759694,40,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20183,03759724,28,0,1,,A,,A,,A,,A,,A,,A,,A,315,D,,A,,A,,A,,A,,A
20183,03759734,51,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,2400,D,,A
20183,03759804,97,0,1,,A,10,D,,A,,A,,A,70,D,,A,37,D,,A,,A,,A,,A,,A
20183,03759824,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
